Product_name,rating,product_color,user_name,review_title,review_discription,review_dated
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",5.0 out of 5 stars,Vitality White,Excellent 👌,Good noise,Best,16 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",5.0 out of 5 stars,Pure Black,Himanshu Thakur,Yes,Amazing Sound,16 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",5.0 out of 5 stars,Pure Black,Suman Sikdar,Value for money,Best headphone under 2k. Sound quality and noise reduction are awesome 👍🏻,15 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",5.0 out of 5 stars,Pure Black,Akshay,Trumendous earphone in this price,A rich bass with clear and loud sound,15 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",1.0 out of 5 stars,Pure Black,Puneet kosta,00 rating,"RH side bud was damaged from joint , suspected of being repaired,And the sound is mono not stereo.Very disappointed ☹️☹️☹️ Amazon",15 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",4.0 out of 5 stars,Vitality White,aLLeN,Good. RECOMMEND,"Buys it for ₹1100. For that price, it was awesome. For me Battery lasts upto two days after full charge. Personally, the cable length is a bit long.",15 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",5.0 out of 5 stars,Vitality White,Ganes Patra,Awesome,Awesome,15 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",5.0 out of 5 stars,Pure Black,Amit,Best,Super bass ANC is to good  charging time very short time in full,15 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",5.0 out of 5 stars,Pure Black,ARGHA DEY,Superb performance !,Superb product!,14 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",1.0 out of 5 stars,Vitality White,Akhand Pratap Singh,Fraud,There is no any accessories in box .Battery quality too bad.,14 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",1.0 out of 5 stars,Pure Black,Rutvik,Voice problem,Out side not perfectOut side air voice heavyNot perfect voice not clear,14 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",5.0 out of 5 stars,Black,Shikha,Good one,Loved it,14 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",1.0 out of 5 stars,Bass Yellow,Swati S.,Not working,Not working in both ears,14 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",1.0 out of 5 stars,Pure Black,Yash a pandit,Don't buy this item,Go for OnePlus,14 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",5.0 out of 5 stars,Pure Black,Amazon Customer,Very nice Quality,It's Awesome product,14 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",5.0 out of 5 stars,Vitality White,Mahesh Chaurasiya,REALME BUDS WIRELESS 3  THIS PRIZE IS AWESOME ON 1599,it 's awesome but some small issue when you connect two device then some time not  give sound in both devices then you restart  your blutooth device then work properly  i think this's not a big problem it's prize is decent it's affordable on 1599  not-1799 its not affordable at this prize  if you have option for 1599 then defiantly suggest you,14 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",4.0 out of 5 stars,Pure Black,Harish,Ok,Not bad.. avarage product... battery backup is good..,14 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",1.0 out of 5 stars,Pure Black,Kamlesh Rathore,Fraud product.. past time used item I have collect,"The media could not be loaded.
                



Button not working. I also charge but automatically work of On/Off switch and volume butten not work sound is not good... High low frequency sound",14 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",5.0 out of 5 stars,Vitality White,srimanta saha,Awesome,Awesome go for it,13 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",4.0 out of 5 stars,Vitality White,Sajjad Hussain,Realme bluetooth wireless 3 vs realme bluetooth wireless 2,"ANC good 👍Sounds greatBut magnetic safe design uncomfortable in the earRealme bluetooth Wireless 2, round magnetic safe easily comfortable in ear ..Sounds quality is very good",13 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",4.0 out of 5 stars,Vitality White,Rajendra V. Chavan,Nice product 👍🏻,"Value for money. Nice sound quality. Treble, vocal and bass is well balanced. Bass is very impressive.",13 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",5.0 out of 5 stars,Vitality White,this is the good nekband specially sound quality and battery backup,good quality product and nice battery backup and sound quality,"The media could not be loaded.
                



भाई बहुत ही अच्छा नेट बंद है मैंने बहुत से नेट बंद ट्राई किया अपनी लाइफ में लेकिन इससे अच्छा मैनेजमेंट मुझे कोई नहीं लगा इसकी बैटरी बैकअप जो है 40 घंटे लिखते कंपनी वाले 40 घंटे से ज्यादा ही चलती है उसकी साउंड क्वालिटी बहुत ही अच्छी है और नॉइस कैंसिलेशन का फीचर से अगर आप एक्टिव नॉइस कैंसिलेशन बटन ऑन कर देते हैं तो बाहर का जो आवाज है वह बिल्कुल ही बंद हो जाता है और यह प्रोडक्ट हमें बहुत ही अच्छा लगा",13 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",5.0 out of 5 stars,Pure Black,Dvar,Great product,"Great packaging, good product, great sound quality, try to buy it when there is discount, my friend bought it in just 1400 from Flipkart , noise cancellation works fine, so as transparency mode, great with app to... For changing settings,",13 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",1.0 out of 5 stars,Vitality White,Rajpreet,No charging cable,There was charging cable provided when delivered but it is mentioned in product description's what's in the box.,13 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",5.0 out of 5 stars,Pure Black,D behera,Best tws for calling quality,Mera fav colour bhi Mila best price me achha brand bhi aur best quality bhi 🙂ANC 7/10CALLING 9/10SOUND 9/10DESIGN 8/10PRICE 10/10,13 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",5.0 out of 5 stars,Vitality White,Nikhil ji,The quality of sound OMG miles ahead among this price segment,"The super awesome quality,i always say ,dont but realme phones but definitely buy REALME audio product's.The bonus is multiswitch of audio simultaneously on two phones.",13 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",5.0 out of 5 stars,Pure Black,DR A DAMODARA VELAYUDHAM,THUMPING BASS,"EXCELLENT QUALITY AND ALL MOST ALL FREQUENCY SOUND HEARD.VALUE FOR MONEY.SNUGGLY FITTING TO EAR, EXCELLENT BLUE TOOTH CONNECTIVITY.VERY NICE IN ALL ASPECTS AT THE COST.",13 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",5.0 out of 5 stars,Pure Black,Komal P.,Best,Best quality product and music quality amezing. Thanks for Amazon...,13 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",5.0 out of 5 stars,Pure Black,Pravin,Bass ka baap,Amezing sound quality,12 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",5.0 out of 5 stars,Pure Black,Hrushi,Best headphones 🎧,Good quality value for money,12 August 2024
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)",5.0 out of 5 stars,Black,Vaibhav,The fabric quality is good👍,Best in budget,12 August 2024
"Bose SoundLink Micro, Portable Outdoor Speaker, (Wireless Bluetooth Connectivity), Black",5.0 out of 5 stars,Stone Blue,Nilesh,Wonderful Speaker,Awesome clarity of sound and loudness is perfect for a room,22 August 2024
"Bose SoundLink Micro, Portable Outdoor Speaker, (Wireless Bluetooth Connectivity), Black",5.0 out of 5 stars,Black,kumarray,Overall sound quality is excellent!,"Though the bass/low frequency response doesn't seem to be as good as some previous reviews indicate, the overall sound quality is very very good indeed! Nobody can beat the overall performance of a BOSE product(this is my fifth), it seems. Like ' A rose is a rose is a rose', I think ' A BOSE is a  BOSE is a BOSE'!",15 August 2024
"Bose SoundLink Micro, Portable Outdoor Speaker, (Wireless Bluetooth Connectivity), Black",2.0 out of 5 stars,Black,Sparsh masson,Size written is wrong 11.2 inches,Not good for 2 wheeler motorOnly for cycling Mis guide  o o o o o o o o o,8 August 2024
"Bose SoundLink Micro, Portable Outdoor Speaker, (Wireless Bluetooth Connectivity), Black",5.0 out of 5 stars,Stone Blue,Vishal Rajani,Convenient and everywhere,"This is magical. It's convenient, i can carry it everywhere and the sound output is soo good! Highly recommend for sports.",30 July 2024
"Bose SoundLink Micro, Portable Outdoor Speaker, (Wireless Bluetooth Connectivity), Black",1.0 out of 5 stars,Stone Blue,kalyan,Brand value and quality failure,The speakers volume control non functional,13 July 2024
"Bose SoundLink Micro, Portable Outdoor Speaker, (Wireless Bluetooth Connectivity), Black",5.0 out of 5 stars,Black,sungtidong,Brilliant product love this speaker,Its a very handy product and very satisfied with this . Sound quality wow . Very comfortable. It’s very handy,5 July 2024
"Bose SoundLink Micro, Portable Outdoor Speaker, (Wireless Bluetooth Connectivity), Black",4.0 out of 5 stars,Stone Blue,borra hari,A little poor battery backup,"This sounds like a device with great audio but compromises on battery life and charging speed. If you prioritize sound quality, it is worth.",27 June 2024
"Bose SoundLink Micro, Portable Outdoor Speaker, (Wireless Bluetooth Connectivity), Black",4.0 out of 5 stars,Stone Blue,Amazon Customer,Good portable speaker,The sound quality is quite good. The sound output is fairly loud if played in a 1400 SFT house. This is not good for blasting music if that what you are looking for. Needs to be charged every 2-3 hours of usage.,22 June 2024
"Bose SoundLink Micro, Portable Outdoor Speaker, (Wireless Bluetooth Connectivity), Black",5.0 out of 5 stars,Black,Asit Kumar Bhoumick,excellent product,excellent useful for sound,20 June 2024
